lat,lon,temperature [oC],soil moisture [m3/m3],pH_H2O_0-5cm [-],pH_H2O_5-15cm [-],pH_H2O_15-30cm [-],pH_H2O_30-60cm [-],pH_H2O_0-30cm [-],pH_H2O_2017_0-5cm [-],pH_H2O_2017_5-15cm [-],pH_H2O_2017_15-30cm [-],pH_H2O_2017_30-60cm [-],pH_H2O_2017_0-30cm [-],pH_KCl_2017_0-5cm [-],pH_KCl_2017_5-15cm [-],pH_KCl_2017_15-30cm [-],pH_KCl_2017_30-60cm [-],pH_KCl_2017_0-30cm [-],SOC_0-5cm [wt%],SOC_5-15cm [wt%],SOC_15-30cm [wt%],SOC_30-60cm [wt%],SOC_0-30cm [wt%],CEC_0-5cm [cmol/kg],CEC_5-15cm [cmol/kg],CEC_15-30cm [cmol/kg],CEC_30-60cm [cmol/kg],CEC_SG_0-30cm [cmol/kg],CEC_2017_0-5cm [cmol/kg],CEC_2017_5-15cm [cmol/kg],CEC_2017_15-30cm [cmol/kg],CEC_2017_30-60cm [cmol/kg],CEC_SG_2017_0-30cm [cmol/kg],NPP [gC/m/yr],porosity [-],BS_0-20cm [%],BS_20-40cm [%],BS_40-60cm [%],nitrification rate [kgN/ha/day],runoff [m/yr],erosion [mm/yr],CEC_0-30cm [cmol/kg],CEC_30-100cm [cmol/kg],cropland [%]
38.5,-80.5,10.255684852600098,0.29734528064727783,5.4,5.5,5.4,5.4,5.433333333333334,5.1000000000000005,5.1000000000000005,5.1000000000000005,5.1000000000000005,5.1,4.3,4.2,4.2,4.1000000000000005,4.216666666666667,14.49,3.64,1.4000000000000001,0.65,4.328333333333333,30.200000000000003,14.4,10.9,10.0,15.283333333333331,3.4000000000000004,1.9000000000000001,1.6,1.3,2.0,670.9584537793751,0.43700000643730164,45.91673611111111,40.75333333333333,42.66791666666666,0.02398816868662834,0.7129678516394471,0.7907365216488834,0.0,0.0,2.0
38.5,-79.5,9.097705841064453,0.29204362630844116,4.6000000000000005,4.5,4.6000000000000005,4.800000000000001,4.566666666666666,4.1000000000000005,4.0,4.0,4.3,4.016666666666667,3.9000000000000004,3.8000000000000003,3.8000000000000003,3.9000000000000004,3.8166666666666664,15.74,4.5200000000000005,1.7,0.79,4.98,49.900000000000006,17.0,12.8,11.200000000000001,20.383333333333333,6.1000000000000005,3.9000000000000004,2.6,2.2,3.6166666666666663,693.1382835591942,0.43700000643730164,48.7725,42.977777777777774,44.215625,0.03300880268216133,0.4828415189265099,0.7907365216488834,0.0,0.0,11.0
38.5,-78.5,11.266670227050781,0.28573840856552124,5.0,5.0,5.1000000000000005,5.2,5.050000000000001,6.2,6.2,6.2,6.2,6.199999999999999,5.5,5.300000000000001,5.2,5.1000000000000005,5.283333333333333,11.32,4.66,1.07,0.58,3.9750000000000005,30.3,13.5,10.8,10.4,14.950000000000001,2.2,1.7000000000000002,1.4000000000000001,1.5,1.6333333333333333,733.4346176417616,0.44699999690055847,54.444652777777776,50.93618055555555,50.69104166666666,0.02793651632964611,0.37890583965955316,0.7907365216488834,3.020995250705994,3.8237597317700773,27.0
38.5,-77.5,13.183731079101562,0.28230297565460205,5.800000000000001,5.800000000000001,5.800000000000001,5.800000000000001,5.800000000000001,5.4,5.300000000000001,5.4,5.300000000000001,5.366666666666667,4.6000000000000005,4.5,4.5,4.4,4.516666666666667,10.35,2.49,0.98,0.56,3.045,27.400000000000002,10.0,8.3,8.4,12.05,3.1,1.8,1.5,1.5,1.8666666666666667,628.9791277976892,0.44699999690055847,51.50273547242348,47.89405589235546,45.69118734289516,0.04888404160737991,0.42033270285484003,0.7907365216488834,1.699439796464093,4.327805771372979,23.0
38.5,-76.5,13.661014556884766,0.2742954194545746,5.1000000000000005,5.2,5.2,5.300000000000001,5.183333333333334,5.0,5.0,5.0,5.0,5.0,4.7,4.6000000000000005,4.6000000000000005,4.6000000000000005,4.616666666666667,0.0,0.0,0.0,0.0,2.72,25.5,9.5,8.3,8.4,11.566666666666666,2.3000000000000003,1.7000000000000002,1.3,1.2000000000000002,1.6,424.3674033648308,0.44699999690055847,50.90640819854303,48.12915174712928,42.39943202864551,0.08732207119464874,0.5101389761819943,0.6671839401412454,0.0,0.0,20.0
38.5,-75.5,13.354717254638672,0.2443895936012268,4.7,5.0,4.9,4.9,4.9,4.9,4.9,5.0,5.0,4.95,4.3,4.2,4.1000000000000005,4.1000000000000005,4.166666666666667,10.5,2.05,0.98,0.22,2.923333333333334,23.3,6.0,6.4,6.5,9.083333333333332,2.5,1.2000000000000002,0.7000000000000001,0.7000000000000001,1.1666666666666667,593.4868642558519,0.44699999690055847,57.33537795417644,55.81490167779181,48.603283420530396,0.10607393831014633,0.4548905040418704,0.6671839401412454,0.0,0.0,41.0
39.5,-123.5,11.96865463256836,0.23700657486915588,5.7,5.800000000000001,5.800000000000001,5.7,5.783333333333333,5.4,5.4,5.4,5.4,5.4,5.2,4.7,4.6000000000000005,4.800000000000001,4.733333333333334,0.0,0.0,0.0,0.0,5.081666666666667,26.700000000000003,21.0,18.0,17.0,20.45,3.4000000000000004,3.3000000000000003,2.5,2.3000000000000003,2.916666666666667,1076.675831517712,0.44699999690055847,58.14882282179069,58.678123388898435,61.2930056710775,0.2063244879245758,0.5101963154447732,0.9389996194580489,16.724806465856513,17.322506825907393,1.0
39.5,-122.5,15.297646522521973,0.2418481409549713,6.0,6.0,6.0,5.9,6.0,6.0,6.0,6.0,6.0,6.0,5.2,4.800000000000001,4.800000000000001,4.800000000000001,4.866666666666667,6.79,3.06,1.37,0.91,2.836666666666667,20.5,18.5,17.1,17.3,18.133333333333333,2.4000000000000004,2.5,2.3000000000000003,2.2,2.3833333333333337,763.0494784748422,0.44699999690055847,69.56999155880698,69.87359313449635,70.87851716375914,0.24953007698059082,0.29615031862046065,0.9389996194580489,15.848607222318712,15.848607222318712,19.0
39.5,-121.5,16.129764556884766,0.24493908882141113,6.300000000000001,6.4,6.5,6.7,6.433333333333334,5.7,5.7,5.7,5.800000000000001,5.699999999999999,5.2,4.800000000000001,4.7,4.800000000000001,4.816666666666666,0.0,0.0,0.0,0.0,3.0700000000000003,25.700000000000003,25.400000000000002,24.700000000000003,23.0,25.1,2.5,2.4000000000000004,2.1,2.0,2.2666666666666666,570.3390006674973,0.43700000643730164,67.76652777777778,67.94590277777777,67.73270833333333,0.07895567268133163,0.483729499171316,0.9389996194580489,13.884597287136842,13.709291713109451,20.0
39.5,-120.5,6.2089056968688965,0.2459312081336975,5.800000000000001,5.800000000000001,5.800000000000001,5.6000000000000005,5.800000000000001,6.1000000000000005,6.1000000000000005,6.2,6.2,6.15,4.7,4.4,4.3,4.4,4.4,9.11,6.47,3.73,1.79,5.54,29.400000000000002,27.200000000000003,21.400000000000002,18.1,24.666666666666668,2.5,2.6,2.1,2.0,2.3333333333333335,448.90314517351885,0.44699999690055847,47.269116903747566,41.845548415048015,39.98086504440754,0.010965545661747456,0.5612894442861298,0.9389996194580489,8.275763553758768,8.275763553758768,2.0
39.5,-119.5,10.152665138244629,0.22982382774353027,6.1000000000000005,6.1000000000000005,6.1000000000000005,6.2,6.1,7.6000000000000005,7.6000000000000005,7.800000000000001,7.800000000000001,7.7,6.2,6.1000000000000005,6.1000000000000005,6.2,6.116666666666667,0.0,0.0,0.0,0.0,2.423333333333334,29.6,25.1,24.700000000000003,23.6,25.650000000000002,1.5,1.9000000000000001,1.9000000000000001,2.0,1.8333333333333335,130.01270803308208,0.43700000643730164,92.00338519158744,93.33779890521464,93.15442235666954,0.0011226567439734936,0.04966706852511982,1.7297361411069323,9.42613279379541,9.42613279379541,4.0
39.5,-118.5,10.807926177978516,0.21090662479400635,7.6000000000000005,7.7,7.9,8.1,7.783333333333333,8.700000000000001,8.8,8.8,9.0,8.783333333333333,6.4,6.4,6.5,6.5,6.45,1.48,1.02,0.84,0.55,1.0066666666666666,21.200000000000003,24.700000000000003,24.700000000000003,24.0,24.116666666666667,3.0,3.4000000000000004,3.3000000000000003,3.4000000000000004,3.283333333333333,63.28521877526274,0.43700000643730164,98.58368055555556,99.16944444444445,99.16944444444445,2.2349714093317097e-11,0.011728152806316502,1.7297361411069323,0.0,0.0,2.0
39.5,-117.5,8.256208419799805,0.20564424991607666,7.4,7.5,7.6000000000000005,7.800000000000001,7.533333333333333,7.800000000000001,7.800000000000001,7.9,8.0,7.8500000000000005,6.800000000000001,6.7,6.7,6.800000000000001,6.716666666666667,3.36,2.5100000000000002,1.57,0.98,2.1816666666666666,19.1,21.1,22.1,21.700000000000003,21.266666666666666,2.4000000000000004,2.7,2.8000000000000003,2.9000000000000004,2.7,119.96714438284869,0.43700000643730164,99.0,100.0,100.0,1.173068478292627e-12,0.032901269219342846,1.7297361411069323,15.724936143255887,18.39805291624637,1.0
39.5,-116.5,7.673223495483398,0.20291149616241455,7.9,8.0,8.1,8.4,8.033333333333333,7.300000000000001,7.4,7.6000000000000005,7.6000000000000005,7.483333333333334,6.6000000000000005,6.5,6.7,6.800000000000001,6.616666666666667,1.09,0.8200000000000001,0.58,0.43,0.7450000000000001,17.8,19.5,21.400000000000002,22.3,20.166666666666668,2.2,2.4000000000000004,2.5,2.6,2.416666666666667,127.32757172616996,0.43700000643730164,98.268125,99.75604166666666,99.75604166666666,0.013105304911732674,0.03703678226473129,1.7297361411069323,11.825344023380026,11.825344023380026,2.0
39.5,-115.5,7.567251682281494,0.20557451248168945,8.0,8.200000000000001,8.200000000000001,8.4,8.166666666666668,8.5,8.4,8.5,8.5,8.466666666666667,6.6000000000000005,6.300000000000001,6.4,6.6000000000000005,6.4,0.88,0.84,0.67,0.41000000000000003,0.7616666666666667,15.0,15.5,16.5,14.700000000000001,15.916666666666668,2.3000000000000003,2.6,3.1,3.1,2.8,128.31840435825035,0.43700000643730164,96.0,99.0,99.0,0.03614892065525055,0.03863719287487639,1.7297361411069323,10.984927202730036,12.627978326566621,2.0
39.5,-114.5,7.09706449508667,0.20736168324947357,7.1000000000000005,7.4,7.5,7.4,7.4,7.1000000000000005,7.1000000000000005,7.2,7.300000000000001,7.15,5.800000000000001,5.7,5.7,5.7,5.716666666666667,5.9,3.74,2.4,1.55,3.4300000000000006,31.1,25.5,22.400000000000002,19.400000000000002,24.883333333333333,2.5,2.8000000000000003,2.7,2.7,2.7,142.80923863761592,0.43700000643730164,94.79291666666667,99.0,99.0,0.02255389653146267,0.04465757640005348,1.7297361411069323,13.439531914628503,13.999496620861981,2.0
39.5,-113.5,11.2168550491333,0.20794621109962463,7.7,7.800000000000001,7.9,8.1,7.833333333333334,8.200000000000001,8.200000000000001,8.200000000000001,8.3,8.2,6.6000000000000005,6.6000000000000005,6.6000000000000005,6.7,6.6000000000000005,1.8,1.5,1.34,0.84,1.4700000000000002,20.3,21.5,21.0,19.200000000000003,21.05,2.5,2.8000000000000003,2.9000000000000004,2.9000000000000004,2.8000000000000003,80.33795665418019,0.43700000643730164,90.52467909535453,99.05508863080685,99.05508863080685,2.7653343157019172e-11,0.030234614991509288,1.7297361411069323,5.625629223922526,5.625629223922526,0.0
39.5,-112.5,10.764945983886719,0.217402383685112,8.1,8.1,8.200000000000001,8.200000000000001,8.150000000000002,8.200000000000001,8.200000000000001,8.200000000000001,8.3,8.2,7.1000000000000005,7.0,7.0,7.1000000000000005,7.016666666666667,1.8800000000000001,1.26,1.11,0.54,1.2883333333333336,15.4,17.1,18.1,16.900000000000002,17.316666666666666,2.4000000000000004,3.0,3.0,3.0,2.9,125.14483693189125,0.43700000643730164,95.55826308705815,99.50896082737125,99.54870014875682,0.047423288226127625,0.051080888624130634,1.7297361411069323,13.125629223922527,13.125629223922527,9.0
39.5,-111.5,7.082968235015869,0.2320617139339447,7.9,8.0,8.1,8.4,8.033333333333333,7.300000000000001,7.300000000000001,7.300000000000001,7.4,7.3,6.300000000000001,6.300000000000001,6.300000000000001,6.5,6.300000000000001,1.9100000000000001,1.31,0.77,0.51,1.1400000000000001,16.6,16.5,15.9,13.0,16.216666666666665,2.3000000000000003,2.3000000000000003,2.3000000000000003,2.2,2.3,216.22054253582633,0.43700000643730164,94.91090277777778,96.13423611111111,95.78805555555556,0.03840724751353264,0.1254993415108487,1.7297361411069323,24.732824279071224,25.175880388890654,20.0
39.5,-110.5,8.946596145629883,0.2243746519088745,6.300000000000001,6.4,6.5,6.800000000000001,6.433333333333334,7.1000000000000005,7.2,7.300000000000001,7.300000000000001,7.233333333333333,5.6000000000000005,5.6000000000000005,5.6000000000000005,5.7,5.6,13.120000000000001,3.89,2.7,1.99,4.833333333333334,41.0,29.900000000000002,27.700000000000003,24.400000000000002,30.650000000000002,2.1,2.3000000000000003,2.1,2.1,2.166666666666667,147.25113543258692,0.43700000643730164,95.37736111111111,97.59097222222222,96.88416666666667,0.0219588465988636,0.047516063740737524,1.7297361411069323,6.502181309598088,6.502181309598088,4.0
39.5,-109.5,8.43240737915039,0.21725156903266907,7.4,7.5,7.6000000000000005,7.800000000000001,7.533333333333333,8.200000000000001,8.3,8.3,8.200000000000001,8.283333333333333,7.300000000000001,7.2,7.2,7.2,7.216666666666667,3.5300000000000002,2.86,2.21,1.1300000000000001,2.6466666666666665,21.5,20.1,19.400000000000002,17.0,19.983333333333334,1.9000000000000001,2.0,2.1,2.1,2.033333333333333,159.39228540047299,0.43700000643730164,96.27854166666667,97.57375,97.09847222222223,0.03709396719932556,0.0387783033072278,1.7297361411069323,13.91492109923662,14.715575682786902,4.0
39.5,-108.5,6.932064056396484,0.22293445467948914,7.2,7.300000000000001,7.300000000000001,7.300000000000001,7.283333333333333,6.9,6.9,6.9,7.1000000000000005,6.9,5.9,5.800000000000001,5.800000000000001,6.0,5.816666666666666,3.8200000000000003,3.15,2.13,1.05,2.751666666666667,21.1,21.6,19.8,19.200000000000003,20.616666666666667,2.7,2.8000000000000003,2.3000000000000003,2.3000000000000003,2.533333333333333,222.6847504174145,0.44699999690055847,93.3254861111111,97.49097222222223,98.32763888888888,0.042788513004779816,0.06513372522992814,1.7297361411069323,12.306777233558599,14.476049088007272,12.0
39.5,-107.5,5.206132888793945,0.23383404314517975,6.9,6.9,7.0,6.9,6.949999999999999,6.2,6.1000000000000005,6.2,6.4,6.166666666666666,5.2,5.1000000000000005,5.1000000000000005,5.2,5.116666666666667,3.48,2.45,1.6600000000000001,1.21,2.226666666666667,19.6,19.8,19.0,18.400000000000002,19.366666666666667,2.9000000000000004,2.9000000000000004,2.6,2.5,2.75,339.8260106407373,0.43700000643730164,73.21097222222222,74.64375,77.04520833333333,0.031990356743335724,0.2595440667023165,1.7297361411069323,15.577204491585189,17.746476346033862,16.0
39.5,-106.5,0.8762606978416443,0.23478326201438904,5.4,5.4,5.5,5.7,5.45,7.1000000000000005,7.1000000000000005,7.2,7.6000000000000005,7.15,6.6000000000000005,6.5,6.6000000000000005,6.6000000000000005,6.566666666666666,10.69,4.5,1.95,0.9500000000000001,4.256666666666667,26.200000000000003,17.2,15.100000000000001,14.4,17.65,2.2,2.5,2.5,2.5,2.45,355.37882286478,0.43700000643730164,66.20618055555556,66.36868055555556,68.63868055555555,0.00789686944335699,0.2677496687310843,1.7297361411069323,14.052835416311213,14.052835416311213,7.0
39.5,-105.5,2.9663078784942627,0.22599726915359497,5.6000000000000005,5.6000000000000005,5.7,5.9,5.65,5.4,5.4,5.4,5.5,5.4,4.7,4.4,4.5,4.7,4.5,9.65,3.35,1.21,0.58,3.33,22.5,17.0,13.600000000000001,11.8,16.21666666666667,2.3000000000000003,2.5,1.5,1.4000000000000001,1.9666666666666668,380.97984051823164,0.43700000643730164,71.156875,71.97729166666667,76.26284722222222,0.0066445679403841496,0.1477696827757716,1.7297361411069323,11.309683052363571,16.274136199583076,3.0
39.5,-104.5,8.894219398498535,0.21675404906272888,5.9,5.9,5.800000000000001,5.9,5.85,7.5,7.6000000000000005,7.7,7.800000000000001,7.633333333333333,6.800000000000001,6.7,6.800000000000001,7.0,6.7666666666666675,8.24,2.91,1.23,0.75,2.958333333333334,19.200000000000003,16.2,14.9,14.5,16.05,1.9000000000000001,2.0,1.9000000000000001,2.0,1.9333333333333333,260.81215323044205,0.43700000643730164,90.54777777777778,93.25763888888889,93.8698611111111,0.04578990116715431,0.04466016564085304,1.7297361411069323,12.13000011444092,9.510000228881836,14.0
39.5,-103.5,8.847363471984863,0.20590874552726746,7.2,7.5,7.7,8.1,7.550000000000001,7.4,7.5,7.6000000000000005,7.800000000000001,7.533333333333333,6.7,6.6000000000000005,6.6000000000000005,6.800000000000001,6.616666666666667,1.81,1.3,0.92,0.51,1.195,17.3,17.5,19.0,18.400000000000002,18.21666666666667,1.9000000000000001,2.0,2.0,2.1,1.9833333333333334,248.75722052950528,0.43700000643730164,95.94319444444444,98.94319444444444,98.10965277777778,0.07006514817476273,0.04010254740109153,1.7297361411069323,22.156248351661663,23.61380454326499,15.0
39.5,-102.5,10.273259162902832,0.20291480422019958,6.9,7.1000000000000005,7.4,7.9,7.216666666666667,6.9,7.0,7.300000000000001,7.4,7.133333333333334,6.300000000000001,6.2,6.4,6.6000000000000005,6.316666666666666,1.56,1.16,0.84,0.61,1.0666666666666667,17.5,18.5,21.200000000000003,21.900000000000002,19.683333333333337,1.3,1.4000000000000001,1.4000000000000001,1.4000000000000001,1.3833333333333333,278.32492529299765,0.43700000643730164,96.81583333333333,99.16208333333333,98.21791666666667,0.07033336162567139,0.08581640537290833,1.7297361411069323,20.502403576251012,22.56276091823775,27.0
39.5,-101.5,10.626441955566406,0.20993997156620026,7.1000000000000005,7.1000000000000005,7.300000000000001,7.9,7.2,6.9,6.9,7.1000000000000005,7.4,7.0,6.2,6.1000000000000005,6.1000000000000005,6.300000000000001,6.116666666666667,1.53,1.07,0.87,0.56,1.0466666666666666,16.3,16.0,17.3,16.3,16.700000000000003,1.9000000000000001,2.0,1.9000000000000001,2.0,1.9333333333333333,276.4373481475323,0.43700000643730164,97.19298611111111,100.0,97.61402777777778,0.03960290178656578,0.07453033526712885,1.1613942661717973,18.275159022051998,18.18512866666462,34.0
39.5,-100.5,11.059365272521973,0.219518780708313,7.0,7.1000000000000005,7.4,7.7,7.233333333333333,6.800000000000001,6.800000000000001,7.0,7.300000000000001,6.9,6.2,6.1000000000000005,6.1000000000000005,6.2,6.116666666666667,1.81,1.3,0.99,0.52,1.23,18.3,18.1,19.3,19.400000000000002,18.733333333333334,1.8,2.0,1.9000000000000001,2.1,1.9166666666666665,292.02856211143427,0.43700000643730164,96.15388888888889,99.24020833333333,97.73847222222223,0.04308987408876419,0.06868494654583944,1.1613942661717973,17.59993231064102,17.59993231064102,42.0
39.5,-99.5,11.597968101501465,0.229970782995224,6.7,6.6000000000000005,6.9,7.4,6.7666666666666675,6.800000000000001,6.800000000000001,7.0,7.300000000000001,6.9,6.300000000000001,6.1000000000000005,6.1000000000000005,6.300000000000001,6.133333333333333,2.31,1.45,0.99,0.58,1.3633333333333333,18.1,17.7,19.5,20.5,18.666666666666668,1.8,1.8,1.8,1.9000000000000001,1.7999999999999998,317.26576902662254,0.43700000643730164,89.09666666666666,93.08458333333333,96.02416666666667,0.034035567194223404,0.06658897668481446,1.1613942661717973,18.675025359627757,19.360255178861127,56.0
39.5,-98.5,11.843541145324707,0.24188867211341858,6.9,7.0,7.1000000000000005,7.6000000000000005,7.033333333333333,7.0,7.0,7.2,7.300000000000001,7.1,6.2,6.2,6.2,6.4,6.199999999999999,2.09,1.55,1.1,0.5700000000000001,1.415,21.400000000000002,20.900000000000002,22.6,23.400000000000002,21.833333333333336,2.0,2.2,2.1,2.2,2.1166666666666667,346.4177203194491,0.43700000643730164,89.03111111111112,92.96888888888888,95.93777777777778,0.05092265456914902,0.09444638047303724,1.1613942661717973,20.888578356454893,19.951392968416158,65.0
39.5,-97.5,12.04110336303711,0.25707516074180603,6.6000000000000005,6.5,6.7,7.300000000000001,6.616666666666667,6.7,6.7,6.800000000000001,7.0,6.75,5.7,5.7,5.7,5.7,5.699999999999999,2.34,1.51,1.01,0.73,1.3983333333333334,20.400000000000002,19.8,20.3,21.5,20.15,2.0,2.2,2.1,2.2,2.1166666666666667,360.09672451013535,0.43700000643730164,89.56159722222222,92.43840277777778,94.87680555555555,0.11286399513483047,0.14837546620909883,1.1613942661717973,29.23508523116912,27.72775369153818,50.0
39.5,-96.5,11.8851900100708,0.271087646484375,6.2,6.2,6.300000000000001,6.9,6.25,6.4,6.4,6.300000000000001,6.4,6.3500000000000005,5.9,5.800000000000001,5.800000000000001,5.7,5.816666666666666,2.84,2.3000000000000003,1.55,0.9500000000000001,2.015,22.200000000000003,21.400000000000002,21.400000000000002,23.3,21.53333333333333,2.9000000000000004,2.9000000000000004,2.8000000000000003,2.9000000000000004,2.85,350.07863281468724,0.43700000643730164,89.41236111111111,90.85402777777777,92.5748611111111,0.09476515650749207,0.1945509006949426,1.1613942661717973,30.651024109849242,35.479986118485414,42.0
39.5,-95.5,11.984416961669922,0.27686789631843567,6.7,6.7,6.7,6.800000000000001,6.7,6.300000000000001,6.300000000000001,6.300000000000001,6.300000000000001,6.300000000000001,5.6000000000000005,5.6000000000000005,5.5,5.4,5.55,4.65,2.0300000000000002,1.42,0.81,2.1616666666666666,25.400000000000002,24.200000000000003,24.6,23.900000000000002,24.6,5.1000000000000005,2.9000000000000004,2.8000000000000003,2.9000000000000004,3.216666666666667,381.0154119409026,0.44699999690055847,88.79611111111112,89.10569444444444,89.90180555555555,0.08585992455482483,0.24984597067989206,1.1613942661717973,30.7590136055921,26.371956958542405,67.0
39.5,-94.5,11.799429893493652,0.276424765586853,6.1000000000000005,6.1000000000000005,6.2,6.2,6.15,6.300000000000001,6.300000000000001,6.2,6.300000000000001,6.25,5.6000000000000005,5.4,5.300000000000001,5.2,5.383333333333334,3.04,2.07,1.31,0.92,1.8516666666666668,25.1,24.200000000000003,24.400000000000002,24.900000000000002,24.450000000000003,2.5,2.6,2.6,2.6,2.5833333333333335,431.3707934043707,0.44699999690055847,88.28645833333333,89.50666666666666,91.0429861111111,0.08997458964586258,0.34539149769057464,1.0131311683626316,21.602795878298274,22.568160379987347,73.0
39.5,-93.5,11.755859375,0.2758199870586395,6.2,6.2,6.2,6.1000000000000005,6.199999999999999,6.300000000000001,6.2,6.2,6.1000000000000005,6.216666666666667,5.4,5.300000000000001,5.300000000000001,5.2,5.316666666666666,3.81,1.83,1.1500000000000001,0.7000000000000001,1.8200000000000003,24.0,22.6,22.6,24.0,22.833333333333336,3.6,3.6,3.5,3.4000000000000004,3.55,458.6045808065118,0.44699999690055847,87.48965277777778,89.25944444444444,90.853125,0.07041744887828827,0.34416657459600564,1.0131311683626316,16.900436834188216,19.74563893863619,78.0
39.5,-92.5,11.763108253479004,0.27621346712112427,6.5,6.5,6.300000000000001,6.2,6.4,6.0,6.0,5.9,5.800000000000001,5.95,5.4,5.300000000000001,5.2,5.1000000000000005,5.266666666666667,2.8000000000000003,1.75,1.12,0.66,1.61,21.700000000000003,20.0,21.700000000000003,22.6,21.133333333333333,2.6,2.5,2.4000000000000004,2.6,2.466666666666667,507.57342429183404,0.44699999690055847,75.30270833333333,77.77638888888889,82.07506944444444,0.07258334755897522,0.36400037794216283,1.0131311683626316,20.000000000000004,18.629999160766605,76.0
39.5,-91.5,11.6972074508667,0.28117796778678894,6.300000000000001,6.300000000000001,6.2,6.1000000000000005,6.25,6.2,6.2,5.9,5.9,6.05,5.6000000000000005,5.4,5.5,5.300000000000001,5.483333333333333,4.49,1.6500000000000001,0.9,0.6900000000000001,1.7483333333333333,21.700000000000003,19.6,20.6,22.3,20.450000000000003,2.2,2.1,2.0,2.1,2.0666666666666664,511.3656336045363,0.44699999690055847,75.966875,78.35319444444444,82.14840277777778,0.09168311208486557,0.3374599282404761,1.0131311683626316,14.022474809993028,14.747921044262393,75.0
39.5,-90.5,11.680709838867188,0.28613176941871643,6.4,6.4,6.300000000000001,6.2,6.3500000000000005,6.4,6.300000000000001,6.1000000000000005,6.0,6.216666666666667,5.800000000000001,5.800000000000001,5.7,5.7,5.75,4.22,1.73,1.22,0.62,1.8900000000000001,20.5,18.900000000000002,20.200000000000003,22.3,19.81666666666667,2.2,2.2,2.0,2.1,2.0999999999999996,503.8320258914007,0.44699999690055847,84.05361111111111,85.23388888888888,86.11805555555556,0.07974731177091599,0.32389585609626625,1.0131311683626316,16.32999992370606,15.60000038146973,75.0
39.5,-89.5,11.638096809387207,0.2891792356967926,5.9,5.9,5.9,5.9,5.9,6.4,6.2,6.1000000000000005,6.0,6.183333333333334,5.4,5.4,5.300000000000001,5.300000000000001,5.3500000000000005,3.06,1.8900000000000001,1.72,1.11,2.0,22.0,22.0,21.8,24.0,21.9,2.4000000000000004,2.4000000000000004,2.2,2.3000000000000003,2.3000000000000003,489.5295730599835,0.44699999690055847,82.93597222222222,85.22444444444444,88.13666666666667,0.06720426678657532,0.350037066347053,1.0131311683626316,26.23558189843168,22.670043702204275,82.0
39.5,-88.5,11.5141019821167,0.289026141166687,6.0,6.0,5.800000000000001,5.800000000000001,5.9,6.300000000000001,6.1000000000000005,6.0,6.0,6.083333333333333,5.2,5.2,5.1000000000000005,5.2,5.15,3.0500000000000003,1.72,1.35,0.8200000000000001,1.7566666666666668,20.8,17.900000000000002,18.5,22.700000000000003,18.683333333333334,2.4000000000000004,2.7,2.4000000000000004,2.4000000000000004,2.5,505.97805629007263,0.44699999690055847,80.49347222222222,83.81319444444445,87.37611111111111,0.0835786834359169,0.3803372453352467,1.0131311683626316,26.600000381469727,19.57999992370606,84.0
39.5,-87.5,11.546051025390625,0.2880435883998871,6.5,6.5,6.4,6.4,6.45,6.300000000000001,6.300000000000001,6.2,6.2,6.25,5.2,5.2,5.2,5.1000000000000005,5.2,4.25,1.41,0.93,0.41000000000000003,1.6433333333333335,21.3,15.9,16.0,17.900000000000002,16.85,2.5,2.5,2.5,2.5,2.5,563.371981243091,0.44699999690055847,78.23666666666666,81.16034722222223,82.48166666666667,0.1100420355796814,0.4532800452531677,1.0131311683626316,13.599295173871345,15.749295746075937,80.0
39.5,-86.5,11.138707160949707,0.2897385060787201,6.2,6.2,5.9,5.7,6.05,6.2,6.1000000000000005,6.1000000000000005,6.0,6.116666666666667,4.9,4.800000000000001,4.800000000000001,4.6000000000000005,4.816666666666667,3.17,1.32,0.92,0.51,1.4283333333333332,21.400000000000002,15.4,15.8,18.0,16.6,2.2,2.0,1.9000000000000001,2.0,1.9833333333333334,545.4875235003927,0.44699999690055847,75.92083333333333,76.06680555555556,76.27145833333333,0.0556640587747097,0.5555283540624472,1.0131311683626316,11.309986757847254,14.150218464697815,53.0
39.5,-85.5,10.798797607421875,0.2933676242828369,6.800000000000001,6.800000000000001,6.800000000000001,6.800000000000001,6.800000000000001,6.5,6.5,6.5,6.4,6.5,5.5,5.4,5.4,5.300000000000001,5.416666666666667,4.01,1.68,1.1300000000000001,0.74,1.7933333333333334,21.5,18.6,18.7,21.1,19.133333333333333,2.2,1.9000000000000001,1.8,1.8,1.9,593.1445729083966,0.44699999690055847,81.05611111111111,80.91659722222222,81.10868055555555,0.046087950468063354,0.5075399452139709,1.0131311683626316,10.385000228881838,17.315000057220463,84.0
39.5,-84.5,11.232845306396484,0.2950873076915741,5.6000000000000005,5.7,5.6000000000000005,5.7,5.633333333333333,6.6000000000000005,6.5,6.4,6.4,6.466666666666667,5.5,5.300000000000001,5.300000000000001,5.300000000000001,5.333333333333334,6.86,2.11,0.6900000000000001,0.41000000000000003,2.191666666666667,22.5,14.5,14.5,16.2,15.833333333333332,2.4000000000000004,2.1,2.0,2.0,2.1,562.0481548408504,0.44699999690055847,81.21201388888889,81.58305555555556,82.27965277777778,0.056727249175310135,0.5056753589817363,1.0131311683626316,11.184971894786077,12.949379451864075,67.0
